state,district,pathogen,antibiotic,quarter,target_resistance,target_high_risk
Haryana,Karnal,Klebsiella pneumoniae,Ceftriaxone,2022-09-30,70.4,1
Haryana,Karnal,Klebsiella pneumoniae,Ceftriaxone,2022-12-31,72.2,1
Haryana,Karnal,Klebsiella pneumoniae,Ceftriaxone,2023-03-31,72.6,1
Haryana,Karnal,Klebsiella pneumoniae,Ceftriaxone,2023-06-30,73.7,1
Haryana,Karnal,Klebsiella pneumoniae,Ceftriaxone,2023-09-30,74.3,1
Haryana,Karnal,Klebsiella pneumoniae,Ciprofloxacin,2021-03-31,71.1,1
Haryana,Karnal,Klebsiella pneumoniae,Ciprofloxacin,2021-06-30,71.9,1
Haryana,Karnal,Klebsiella pneumoniae,Ciprofloxacin,2021-09-30,70.7,1
Haryana,Karnal,Klebsiella pneumoniae,Ciprofloxacin,2021-12-31,72.7,1
Haryana,Karnal,Klebsiella pneumoniae,Ciprofloxacin,2022-03-31,71.3,1
Haryana,Karnal,Klebsiella pneumoniae,Ciprofloxacin,2022-06-30,76.4,1
Haryana,Karnal,Klebsiella pneumoniae,Ciprofloxacin,2022-09-30,72.1,1
Haryana,Karnal,Klebsiella pneumoniae,Ciprofloxacin,2022-12-31,74.2,1
Haryana,Karnal,Klebsiella pneumoniae,Ciprofloxacin,2023-03-31,75.6,1
Haryana,Karnal,Klebsiella pneumoniae,Ciprofloxacin,2023-06-30,76.8,1
Haryana,Karnal,Klebsiella pneumoniae,Ciprofloxacin,2023-09-30,76.5,1
Haryana,Karnal,Klebsiella pneumoniae,Colistin,2021-03-31,2.9,0
Haryana,Karnal,Klebsiella pneumoniae,Colistin,2021-06-30,3.1,0
Haryana,Karnal,Klebsiella pneumoniae,Colistin,2021-09-30,3.1,0
Haryana,Karnal,Klebsiella pneumoniae,Colistin,2021-12-31,3.1,0
Haryana,Karnal,Klebsiella pneumoniae,Colistin,2022-03-31,3.2,0
Haryana,Karnal,Klebsiella pneumoniae,Colistin,2022-06-30,3.3,0
Haryana,Karnal,Klebsiella pneumoniae,Colistin,2022-09-30,3.1,0
Haryana,Karnal,Klebsiella pneumoniae,Colistin,2022-12-31,3.2,0
Haryana,Karnal,Klebsiella pneumoniae,Colistin,2023-03-31,3.2,0
Haryana,Karnal,Klebsiella pneumoniae,Colistin,2023-06-30,3.3,0
Haryana,Karnal,Klebsiella pneumoniae,Colistin,2023-09-30,3.4,0
Haryana,Karnal,Klebsiella pneumoniae,Gentamicin,2021-03-31,46.1,0
Haryana,Karnal,Klebsiella pneumoniae,Gentamicin,2021-06-30,47.5,0
Haryana,Karnal,Klebsiella pneumoniae,Gentamicin,2021-09-30,45.5,0
Haryana,Karnal,Klebsiella pneumoniae,Gentamicin,2021-12-31,47.8,0
Haryana,Karnal,Klebsiella pneumoniae,Gentamicin,2022-03-31,46.1,0
Haryana,Karnal,Klebsiella pneumoniae,Gentamicin,2022-06-30,48.9,0
Haryana,Karnal,Klebsiella pneumoniae,Gentamicin,2022-09-30,47.6,0
Haryana,Karnal,Klebsiella pneumoniae,Gentamicin,2022-12-31,50.3,0
Haryana,Karnal,Klebsiella pneumoniae,Gentamicin,2023-03-31,49.5,0
Haryana,Karnal,Klebsiella pneumoniae,Gentamicin,2023-06-30,50.2,0
Haryana,Karnal,Klebsiella pneumoniae,Gentamicin,2023-09-30,48.8,0
Haryana,Karnal,Klebsiella pneumoniae,Imipenem,2021-03-31,26.4,0
Haryana,Karnal,Klebsiella pneumoniae,Imipenem,2021-06-30,27.3,0
Haryana,Karnal,Klebsiella pneumoniae,Imipenem,2021-09-30,26.6,0
Haryana,Karnal,Klebsiella pneumoniae,Imipenem,2021-12-31,27.5,0
Haryana,Karnal,Klebsiella pneumoniae,Imipenem,2022-03-31,26.3,0
Haryana,Karnal,Klebsiella pneumoniae,Imipenem,2022-06-30,28.2,0
Haryana,Karnal,Klebsiella pneumoniae,Imipenem,2022-09-30,27.1,0
Haryana,Karnal,Klebsiella pneumoniae,Imipenem,2022-12-31,28.4,0
Haryana,Karnal,Klebsiella pneumoniae,Imipenem,2023-03-31,28.3,0
Haryana,Karnal,Klebsiella pneumoniae,Imipenem,2023-06-30,28.3,0
Haryana,Karnal,Klebsiella pneumoniae,Imipenem,2023-09-30,27.5,0
Haryana,Karnal,Klebsiella pneumoniae,Piperacillin-Tazobactam,2021-03-31,48.4,0
Haryana,Karnal,Klebsiella pneumoniae,Piperacillin-Tazobactam,2021-06-30,49.2,0
Haryana,Karnal,Klebsiella pneumoniae,Piperacillin-Tazobactam,2021-09-30,49.8,0
Haryana,Karnal,Klebsiella pneumoniae,Piperacillin-Tazobactam,2021-12-31,51.7,0
Haryana,Karnal,Klebsiella pneumoniae,Piperacillin-Tazobactam,2022-03-31,51.7,0
Haryana,Karnal,Klebsiella pneumoniae,Piperacillin-Tazobactam,2022-06-30,51.2,0
Haryana,Karnal,Klebsiella pneumoniae,Piperacillin-Tazobactam,2022-09-30,49.9,0
Haryana,Karnal,Klebsiella pneumoniae,Piperacillin-Tazobactam,2022-12-31,53.1,0
Haryana,Karnal,Klebsiella pneumoniae,Piperacillin-Tazobactam,2023-03-31,52.6,0
Haryana,Karnal,Klebsiella pneumoniae,Piperacillin-Tazobactam,2023-06-30,54.3,0
Haryana,Karnal,Klebsiella pneumoniae,Piperacillin-Tazobactam,2023-09-30,53.7,0
Haryana,Karnal,Pseudomonas aeruginosa,Amikacin,2021-03-31,25.8,0
Haryana,Karnal,Pseudomonas aeruginosa,Amikacin,2021-06-30,27.1,0
Haryana,Karnal,Pseudomonas aeruginosa,Amikacin,2021-09-30,25.6,0
Haryana,Karnal,Pseudomonas aeruginosa,Amikacin,2021-12-31,27.5,0
Haryana,Karnal,Pseudomonas aeruginosa,Amikacin,2022-03-31,27.3,0
Haryana,Karnal,Pseudomonas aeruginosa,Amikacin,2022-06-30,28.1,0
Haryana,Karnal,Pseudomonas aeruginosa,Amikacin,2022-09-30,26.6,0
Haryana,Karnal,Pseudomonas aeruginosa,Amikacin,2022-12-31,28.2,0
Haryana,Karnal,Pseudomonas aeruginosa,Amikacin,2023-03-31,28.3,0
Haryana,Karnal,Pseudomonas aeruginosa,Amikacin,2023-06-30,29.0,0
Haryana,Karnal,Pseudomonas aeruginosa,Amikacin,2023-09-30,28.2,0
Haryana,Karnal,Pseudomonas aeruginosa,Cefoperazone-Sulbactam,2021-03-31,28.0,0
Haryana,Karnal,Pseudomonas aeruginosa,Cefoperazone-Sulbactam,2021-06-30,29.2,0
Haryana,Karnal,Pseudomonas aeruginosa,Cefoperazone-Sulbactam,2021-09-30,28.9,0
Haryana,Karnal,Pseudomonas aeruginosa,Cefoperazone-Sulbactam,2021-12-31,29.7,0
Haryana,Karnal,Pseudomonas aeruginosa,Cefoperazone-Sulbactam,2022-03-31,30.1,0
Haryana,Karnal,Pseudomonas aeruginosa,Cefoperazone-Sulbactam,2022-06-30,29.9,0
Haryana,Karnal,Pseudomonas aeruginosa,Cefoperazone-Sulbactam,2022-09-30,29.8,0
Haryana,Karnal,Pseudomonas aeruginosa,Cefoperazone-Sulbactam,2022-12-31,29.9,0
Haryana,Karnal,Pseudomonas aeruginosa,Cefoperazone-Sulbactam,2023-03-31,30.1,0
Haryana,Karnal,Pseudomonas aeruginosa,Cefoperazone-Sulbactam,2023-06-30,31.5,0
Haryana,Karnal,Pseudomonas aeruginosa,Cefoperazone-Sulbactam,2023-09-30,29.6,0
Haryana,Karnal,Pseudomonas aeruginosa,Ceftriaxone,2021-03-31,51.2,0
Haryana,Karnal,Pseudomonas aeruginosa,Ceftriaxone,2021-06-30,52.3,0
Haryana,Karnal,Pseudomonas aeruginosa,Ceftriaxone,2021-09-30,52.1,0
Haryana,Karnal,Pseudomonas aeruginosa,Ceftriaxone,2021-12-31,53.1,0
Haryana,Karnal,Pseudomonas aeruginosa,Ceftriaxone,2022-03-31,53.7,0
Haryana,Karnal,Pseudomonas aeruginosa,Ceftriaxone,2022-06-30,56.7,0
Haryana,Karnal,Pseudomonas aeruginosa,Ceftriaxone,2022-09-30,52.5,0
Haryana,Karnal,Pseudomonas aeruginosa,Ceftriaxone,2022-12-31,56.8,0
Haryana,Karnal,Pseudomonas aeruginosa,Ceftriaxone,2023-03-31,55.6,0
Haryana,Karnal,Pseudomonas aeruginosa,Ceftriaxone,2023-06-30,57.8,0
Haryana,Karnal,Pseudomonas aeruginosa,Ceftriaxone,2023-09-30,57.0,0
Haryana,Karnal,Pseudomonas aeruginosa,Ciprofloxacin,2021-03-31,38.3,0
Haryana,Karnal,Pseudomonas aeruginosa,Ciprofloxacin,2021-06-30,39.5,0
Haryana,Karnal,Pseudomonas aeruginosa,Ciprofloxacin,2021-09-30,37.2,0
Haryana,Karnal,Pseudomonas aeruginosa,Ciprofloxacin,2021-12-31,40.8,0
Haryana,Karnal,Pseudomonas aeruginosa,Ciprofloxacin,2022-03-31,39.2,0
Haryana,Karnal,Pseudomonas aeruginosa,Ciprofloxacin,2022-06-30,40.5,0
Haryana,Karnal,Pseudomonas aeruginosa,Ciprofloxacin,2022-09-30,40.9,0
Haryana,Karnal,Pseudomonas aeruginosa,Ciprofloxacin,2022-12-31,41.4,0
Haryana,Karnal,Pseudomonas aeruginosa,Ciprofloxacin,2023-03-31,42.3,0
Haryana,Karnal,Pseudomonas aeruginosa,Ciprofloxacin,2023-06-30,42.0,0
Haryana,Karnal,Pseudomonas aeruginosa,Ciprofloxacin,2023-09-30,41.2,0
Haryana,Karnal,Pseudomonas aeruginosa,Colistin,2021-03-31,2.0,0
Haryana,Karnal,Pseudomonas aeruginosa,Colistin,2021-06-30,2.1,0
Haryana,Karnal,Pseudomonas aeruginosa,Colistin,2021-09-30,2.0,0
Haryana,Karnal,Pseudomonas aeruginosa,Colistin,2021-12-31,2.2,0
Haryana,Karnal,Pseudomonas aeruginosa,Colistin,2022-03-31,2.1,0
Haryana,Karnal,Pseudomonas aeruginosa,Colistin,2022-06-30,2.2,0
Haryana,Karnal,Pseudomonas aeruginosa,Colistin,2022-09-30,2.0,0
Haryana,Karnal,Pseudomonas aeruginosa,Colistin,2022-12-31,2.2,0
Haryana,Karnal,Pseudomonas aeruginosa,Colistin,2023-03-31,2.1,0
Haryana,Karnal,Pseudomonas aeruginosa,Colistin,2023-06-30,2.3,0
Haryana,Karnal,Pseudomonas aeruginosa,Colistin,2023-09-30,2.2,0
Haryana,Karnal,Pseudomonas aeruginosa,Gentamicin,2021-03-31,37.9,0
Haryana,Karnal,Pseudomonas aeruginosa,Gentamicin,2021-06-30,39.0,0
Haryana,Karnal,Pseudomonas aeruginosa,Gentamicin,2021-09-30,39.9,0
Haryana,Karnal,Pseudomonas aeruginosa,Gentamicin,2021-12-31,40.3,0
Haryana,Karnal,Pseudomonas aeruginosa,Gentamicin,2022-03-31,40.3,0
Haryana,Karnal,Pseudomonas aeruginosa,Gentamicin,2022-06-30,40.6,0
Haryana,Karnal,Pseudomonas aeruginosa,Gentamicin,2022-09-30,41.4,0
Haryana,Karnal,Pseudomonas aeruginosa,Gentamicin,2022-12-31,43.2,0
Haryana,Karnal,Pseudomonas aeruginosa,Gentamicin,2023-03-31,42.7,0
Haryana,Karnal,Pseudomonas aeruginosa,Gentamicin,2023-06-30,42.2,0
Haryana,Karnal,Pseudomonas aeruginosa,Gentamicin,2023-09-30,42.0,0
Haryana,Karnal,Pseudomonas aeruginosa,Imipenem,2021-03-31,20.5,0
Haryana,Karnal,Pseudomonas aeruginosa,Imipenem,2021-06-30,22.0,0
Haryana,Karnal,Pseudomonas aeruginosa,Imipenem,2021-09-30,20.5,0
Haryana,Karnal,Pseudomonas aeruginosa,Imipenem,2021-12-31,21.6,0
Haryana,Karnal,Pseudomonas aeruginosa,Imipenem,2022-03-31,21.3,0
Haryana,Karnal,Pseudomonas aeruginosa,Imipenem,2022-06-30,22.0,0
Haryana,Karnal,Pseudomonas aeruginosa,Imipenem,2022-09-30,21.7,0
Haryana,Karnal,Pseudomonas aeruginosa,Imipenem,2022-12-31,23.0,0
Haryana,Karnal,Pseudomonas aeruginosa,Imipenem,2023-03-31,22.4,0
Haryana,Karnal,Pseudomonas aeruginosa,Imipenem,2023-06-30,24.0,0
Haryana,Karnal,Pseudomonas aeruginosa,Imipenem,2023-09-30,23.2,0
Haryana,Karnal,Pseudomonas aeruginosa,Piperacillin-Tazobactam,2021-03-31,26.8,0
Haryana,Karnal,Pseudomonas aeruginosa,Piperacillin-Tazobactam,2021-06-30,28.4,0
Haryana,Karnal,Pseudomonas aeruginosa,Piperacillin-Tazobactam,2021-09-30,27.5,0
Haryana,Karnal,Pseudomonas aeruginosa,Piperacillin-Tazobactam,2021-12-31,27.1,0
Haryana,Karnal,Pseudomonas aeruginosa,Piperacillin-Tazobactam,2022-03-31,27.8,0
Haryana,Karnal,Pseudomonas aeruginosa,Piperacillin-Tazobactam,2022-06-30,27.9,0
Haryana,Karnal,Pseudomonas aeruginosa,Piperacillin-Tazobactam,2022-09-30,28.1,0
Haryana,Karnal,Pseudomonas aeruginosa,Piperacillin-Tazobactam,2022-12-31,28.1,0
Haryana,Karnal,Pseudomonas aeruginosa,Piperacillin-Tazobactam,2023-03-31,29.8,0
Haryana,Karnal,Pseudomonas aeruginosa,Piperacillin-Tazobactam,2023-06-30,29.5,0
Haryana,Karnal,Pseudomonas aeruginosa,Piperacillin-Tazobactam,2023-09-30,29.8,0
Haryana,Karnal,Staphylococcus aureus,Ciprofloxacin,2021-03-31,50.0,0
Haryana,Karnal,Staphylococcus aureus,Ciprofloxacin,2021-06-30,52.3,0
Haryana,Karnal,Staphylococcus aureus,Ciprofloxacin,2021-09-30,49.0,0
Haryana,Karnal,Staphylococcus aureus,Ciprofloxacin,2021-12-31,51.5,0
Haryana,Karnal,Staphylococcus aureus,Ciprofloxacin,2022-03-31,53.0,0
Haryana,Karnal,Staphylococcus aureus,Ciprofloxacin,2022-06-30,52.7,0
Haryana,Karnal,Staphylococcus aureus,Ciprofloxacin,2022-09-30,53.7,0
Haryana,Karnal,Staphylococcus aureus,Ciprofloxacin,2022-12-31,55.0,0
Haryana,Karnal,Staphylococcus aureus,Ciprofloxacin,2023-03-31,53.0,0
Haryana,Karnal,Staphylococcus aureus,Ciprofloxacin,2023-06-30,54.5,0
Haryana,Karnal,Staphylococcus aureus,Ciprofloxacin,2023-09-30,55.8,0
Haryana,Karnal,Staphylococcus aureus,Clindamycin,2021-03-31,28.5,0
Haryana,Karnal,Staphylococcus aureus,Clindamycin,2021-06-30,30.4,0
Haryana,Karnal,Staphylococcus aureus,Clindamycin,2021-09-30,29.3,0
Haryana,Karnal,Staphylococcus aureus,Clindamycin,2021-12-31,29.3,0
Haryana,Karnal,Staphylococcus aureus,Clindamycin,2022-03-31,29.6,0
Haryana,Karnal,Staphylococcus aureus,Clindamycin,2022-06-30,31.1,0
Haryana,Karnal,Staphylococcus aureus,Clindamycin,2022-09-30,29.2,0
Haryana,Karnal,Staphylococcus aureus,Clindamycin,2022-12-31,31.1,0
Haryana,Karnal,Staphylococcus aureus,Clindamycin,2023-03-31,31.3,0
Haryana,Karnal,Staphylococcus aureus,Clindamycin,2023-06-30,32.0,0
Haryana,Karnal,Staphylococcus aureus,Clindamycin,2023-09-30,31.6,0
Haryana,Karnal,Staphylococcus aureus,Daptomycin,2021-03-31,0.9,0
Haryana,Karnal,Staphylococcus aureus,Daptomycin,2021-06-30,1.0,0
Haryana,Karnal,Staphylococcus aureus,Daptomycin,2021-09-30,0.9,0
Haryana,Karnal,Staphylococcus aureus,Daptomycin,2021-12-31,1.0,0
Haryana,Karnal,Staphylococcus aureus,Daptomycin,2022-03-31,1.0,0
Haryana,Karnal,Staphylococcus aureus,Daptomycin,2022-06-30,1.0,0
Haryana,Karnal,Staphylococcus aureus,Daptomycin,2022-09-30,0.9,0
Haryana,Karnal,Staphylococcus aureus,Daptomycin,2022-12-31,1.0,0
Haryana,Karnal,Staphylococcus aureus,Daptomycin,2023-03-31,1.0,0
Haryana,Karnal,Staphylococcus aureus,Daptomycin,2023-06-30,1.0,0
Haryana,Karnal,Staphylococcus aureus,Daptomycin,2023-09-30,1.0,0
Haryana,Karnal,Staphylococcus aureus,Gentamicin,2021-03-31,31.6,0
Haryana,Karnal,Staphylococcus aureus,Gentamicin,2021-06-30,32.2,0
Haryana,Karnal,Staphylococcus aureus,Gentamicin,2021-09-30,31.8,0
Haryana,Karnal,Staphylococcus aureus,Gentamicin,2021-12-31,32.7,0
Haryana,Karnal,Staphylococcus aureus,Gentamicin,2022-03-31,33.1,0
Haryana,Karnal,Staphylococcus aureus,Gentamicin,2022-06-30,32.9,0
Haryana,Karnal,Staphylococcus aureus,Gentamicin,2022-09-30,32.9,0
Haryana,Karnal,Staphylococcus aureus,Gentamicin,2022-12-31,32.9,0
Haryana,Karnal,Staphylococcus aureus,Gentamicin,2023-03-31,34.5,0
Haryana,Karnal,Staphylococcus aureus,Gentamicin,2023-06-30,33.9,0
Haryana,Karnal,Staphylococcus aureus,Gentamicin,2023-09-30,34.1,0
Haryana,Karnal,Staphylococcus aureus,Linezolid,2021-03-31,1.0,0
Haryana,Karnal,Staphylococcus aureus,Linezolid,2021-06-30,1.0,0
Haryana,Karnal,Staphylococcus aureus,Linezolid,2021-09-30,1.0,0
Haryana,Karnal,Staphylococcus aureus,Linezolid,2021-12-31,1.0,0
Haryana,Karnal,Staphylococcus aureus,Linezolid,2022-03-31,1.0,0
Haryana,Karnal,Staphylococcus aureus,Linezolid,2022-06-30,1.0,0
Haryana,Karnal,Staphylococcus aureus,Linezolid,2022-09-30,1.0,0
Haryana,Karnal,Staphylococcus aureus,Linezolid,2022-12-31,1.1,0
Haryana,Karnal,Staphylococcus aureus,Linezolid,2023-03-31,1.1,0
Haryana,Karnal,Staphylococcus aureus,Linezolid,2023-06-30,1.1,0
Haryana,Karnal,Staphylococcus aureus,Linezolid,2023-09-30,1.0,0
Haryana,Karnal,Staphylococcus aureus,Oxacillin,2021-03-31,42.6,0
Haryana,Karnal,Staphylococcus aureus,Oxacillin,2021-06-30,44.1,0
Haryana,Karnal,Staphylococcus aureus,Oxacillin,2021-09-30,42.6,0
Haryana,Karnal,Staphylococcus aureus,Oxacillin,2021-12-31,43.3,0
Haryana,Karnal,Staphylococcus aureus,Oxacillin,2022-03-31,42.4,0
Haryana,Karnal,Staphylococcus aureus,Oxacillin,2022-06-30,44.5,0
Haryana,Karnal,Staphylococcus aureus,Oxacillin,2022-09-30,43.6,0
Haryana,Karnal,Staphylococcus aureus,Oxacillin,2022-12-31,44.0,0
Haryana,Karnal,Staphylococcus aureus,Oxacillin,2023-03-31,44.9,0
Haryana,Karnal,Staphylococcus aureus,Oxacillin,2023-06-30,46.8,0
Haryana,Karnal,Staphylococcus aureus,Oxacillin,2023-09-30,45.1,0
Haryana,Karnal,Staphylococcus aureus,Teicoplanin,2021-03-31,3.2,0
Haryana,Karnal,Staphylococcus aureus,Teicoplanin,2021-06-30,3.1,0
Haryana,Karnal,Staphylococcus aureus,Teicoplanin,2021-09-30,3.0,0
Haryana,Karnal,Staphylococcus aureus,Teicoplanin,2021-12-31,3.2,0
Haryana,Karnal,Staphylococcus aureus,Teicoplanin,2022-03-31,3.2,0
Haryana,Karnal,Staphylococcus aureus,Teicoplanin,2022-06-30,3.2,0
Haryana,Karnal,Staphylococcus aureus,Teicoplanin,2022-09-30,3.2,0
Haryana,Karnal,Staphylococcus aureus,Teicoplanin,2022-12-31,3.3,0
Haryana,Karnal,Staphylococcus aureus,Teicoplanin,2023-03-31,3.4,0
Haryana,Karnal,Staphylococcus aureus,Teicoplanin,2023-06-30,3.4,0
Haryana,Karnal,Staphylococcus aureus,Teicoplanin,2023-09-30,3.4,0
Haryana,Karnal,Staphylococcus aureus,Vancomycin,2021-03-31,1.8,0
Haryana,Karnal,Staphylococcus aureus,Vancomycin,2021-06-30,1.9,0
Haryana,Karnal,Staphylococcus aureus,Vancomycin,2021-09-30,1.8,0
Haryana,Karnal,Staphylococcus aureus,Vancomycin,2021-12-31,1.9,0
Haryana,Karnal,Staphylococcus aureus,Vancomycin,2022-03-31,1.9,0
Haryana,Karnal,Staphylococcus aureus,Vancomycin,2022-06-30,1.9,0
Haryana,Karnal,Staphylococcus aureus,Vancomycin,2022-09-30,2.0,0
Haryana,Karnal,Staphylococcus aureus,Vancomycin,2022-12-31,2.0,0
Haryana,Karnal,Staphylococcus aureus,Vancomycin,2023-03-31,2.1,0
Haryana,Karnal,Staphylococcus aureus,Vancomycin,2023-06-30,2.0,0
Haryana,Karnal,Staphylococcus aureus,Vancomycin,2023-09-30,2.0,0
Kerala,Kochi,Acinetobacter baumannii,Amikacin,2021-03-31,58.9,0
Kerala,Kochi,Acinetobacter baumannii,Amikacin,2021-06-30,60.8,0
Kerala,Kochi,Acinetobacter baumannii,Amikacin,2021-09-30,58.9,0
Kerala,Kochi,Acinetobacter baumannii,Amikacin,2021-12-31,58.2,0
Kerala,Kochi,Acinetobacter baumannii,Amikacin,2022-03-31,61.1,0
Kerala,Kochi,Acinetobacter baumannii,Amikacin,2022-06-30,63.1,0
Kerala,Kochi,Acinetobacter baumannii,Amikacin,2022-09-30,58.2,0
Kerala,Kochi,Acinetobacter baumannii,Amikacin,2022-12-31,62.7,0
Kerala,Kochi,Acinetobacter baumannii,Amikacin,2023-03-31,63.5,0
Kerala,Kochi,Acinetobacter baumannii,Amikacin,2023-06-30,63.4,0
Kerala,Kochi,Acinetobacter baumannii,Amikacin,2023-09-30,61.6,0
Kerala,Kochi,Acinetobacter baumannii,Cefoperazone-Sulbactam,2021-03-31,49.8,0
Kerala,Kochi,Acinetobacter baumannii,Cefoperazone-Sulbactam,2021-06-30,51.6,0
Kerala,Kochi,Acinetobacter baumannii,Cefoperazone-Sulbactam,2021-09-30,50.3,0
Kerala,Kochi,Acinetobacter baumannii,Cefoperazone-Sulbactam,2021-12-31,50.4,0
Kerala,Kochi,Acinetobacter baumannii,Cefoperazone-Sulbactam,2022-03-31,49.6,0
Kerala,Kochi,Acinetobacter baumannii,Cefoperazone-Sulbactam,2022-06-30,53.1,0
Kerala,Kochi,Acinetobacter baumannii,Cefoperazone-Sulbactam,2022-09-30,49.7,0
Kerala,Kochi,Acinetobacter baumannii,Cefoperazone-Sulbactam,2022-12-31,52.3,0
Kerala,Kochi,Acinetobacter baumannii,Cefoperazone-Sulbactam,2023-03-31,53.3,0
Kerala,Kochi,Acinetobacter baumannii,Cefoperazone-Sulbactam,2023-06-30,54.3,0
Kerala,Kochi,Acinetobacter baumannii,Cefoperazone-Sulbactam,2023-09-30,53.4,0
Kerala,Kochi,Acinetobacter baumannii,Ceftriaxone,2021-03-31,88.4,1
Kerala,Kochi,Acinetobacter baumannii,Ceftriaxone,2021-06-30,90.1,1
Kerala,Kochi,Acinetobacter baumannii,Ceftriaxone,2021-09-30,85.2,1
Kerala,Kochi,Acinetobacter baumannii,Ceftriaxone,2021-12-31,88.3,1
Kerala,Kochi,Acinetobacter baumannii,Ceftriaxone,2022-03-31,89.4,1
Kerala,Kochi,Acinetobacter baumannii,Ceftriaxone,2022-06-30,93.6,1
Kerala,Kochi,Acinetobacter baumannii,Ceftriaxone,2022-09-30,89.5,1
Kerala,Kochi,Acinetobacter baumannii,Ceftriaxone,2022-12-31,91.0,1
Kerala,Kochi,Acinetobacter baumannii,Ceftriaxone,2023-03-31,91.0,1
Kerala,Kochi,Acinetobacter baumannii,Ceftriaxone,2023-06-30,98.3,1
Kerala,Kochi,Acinetobacter baumannii,Ceftriaxone,2023-09-30,92.1,1
Kerala,Kochi,Acinetobacter baumannii,Ciprofloxacin,2021-03-31,69.8,0
Kerala,Kochi,Acinetobacter baumannii,Ciprofloxacin,2021-06-30,71.2,1
Kerala,Kochi,Acinetobacter baumannii,Ciprofloxacin,2021-09-30,71.5,1
Kerala,Kochi,Acinetobacter baumannii,Ciprofloxacin,2021-12-31,73.4,1
Kerala,Kochi,Acinetobacter baumannii,Ciprofloxacin,2022-03-31,71.9,1
Kerala,Kochi,Acinetobacter baumannii,Ciprofloxacin,2022-06-30,77.0,1
Kerala,Kochi,Acinetobacter baumannii,Ciprofloxacin,2022-09-30,75.1,1
Kerala,Kochi,Acinetobacter baumannii,Ciprofloxacin,2022-12-31,77.8,1
Kerala,Kochi,Acinetobacter baumannii,Ciprofloxacin,2023-03-31,77.7,1
Kerala,Kochi,Acinetobacter baumannii,Ciprofloxacin,2023-06-30,79.9,1
Kerala,Kochi,Acinetobacter baumannii,Ciprofloxacin,2023-09-30,75.4,1
Kerala,Kochi,Acinetobacter baumannii,Colistin,2021-03-31,2.1,0
Kerala,Kochi,Acinetobacter baumannii,Colistin,2021-06-30,2.2,0
Kerala,Kochi,Acinetobacter baumannii,Colistin,2021-09-30,2.1,0
Kerala,Kochi,Acinetobacter baumannii,Colistin,2021-12-31,2.2,0
Kerala,Kochi,Acinetobacter baumannii,Colistin,2022-03-31,2.2,0
Kerala,Kochi,Acinetobacter baumannii,Colistin,2022-06-30,2.2,0
Kerala,Kochi,Acinetobacter baumannii,Colistin,2022-09-30,2.2,0
Kerala,Kochi,Acinetobacter baumannii,Colistin,2022-12-31,2.2,0
Kerala,Kochi,Acinetobacter baumannii,Colistin,2023-03-31,2.3,0
Kerala,Kochi,Acinetobacter baumannii,Colistin,2023-06-30,2.4,0
Kerala,Kochi,Acinetobacter baumannii,Colistin,2023-09-30,2.2,0
Kerala,Kochi,Acinetobacter baumannii,Gentamicin,2021-03-31,60.4,0
Kerala,Kochi,Acinetobacter baumannii,Gentamicin,2021-06-30,65.1,0
Kerala,Kochi,Acinetobacter baumannii,Gentamicin,2021-09-30,61.2,0
Kerala,Kochi,Acinetobacter baumannii,Gentamicin,2021-12-31,64.8,0
Kerala,Kochi,Acinetobacter baumannii,Gentamicin,2022-03-31,65.7,0
Kerala,Kochi,Acinetobacter baumannii,Gentamicin,2022-06-30,64.5,0
Kerala,Kochi,Acinetobacter baumannii,Gentamicin,2022-09-30,66.4,0
Kerala,Kochi,Acinetobacter baumannii,Gentamicin,2022-12-31,66.2,0
Kerala,Kochi,Acinetobacter baumannii,Gentamicin,2023-03-31,67.4,0
Kerala,Kochi,Acinetobacter baumannii,Gentamicin,2023-06-30,67.5,0
Kerala,Kochi,Acinetobacter baumannii,Gentamicin,2023-09-30,67.9,0
Kerala,Kochi,Acinetobacter baumannii,Imipenem,2021-03-31,38.3,0
Kerala,Kochi,Acinetobacter baumannii,Imipenem,2021-06-30,40.4,0
Kerala,Kochi,Acinetobacter baumannii,Imipenem,2021-09-30,38.4,0
Kerala,Kochi,Acinetobacter baumannii,Imipenem,2021-12-31,39.6,0
Kerala,Kochi,Acinetobacter baumannii,Imipenem,2022-03-31,39.9,0
Kerala,Kochi,Acinetobacter baumannii,Imipenem,2022-06-30,41.2,0
Kerala,Kochi,Acinetobacter baumannii,Imipenem,2022-09-30,40.5,0
Kerala,Kochi,Acinetobacter baumannii,Imipenem,2022-12-31,41.2,0
Kerala,Kochi,Acinetobacter baumannii,Imipenem,2023-03-31,42.5,0
Kerala,Kochi,Acinetobacter baumannii,Imipenem,2023-06-30,43.5,0
Kerala,Kochi,Acinetobacter baumannii,Imipenem,2023-09-30,41.9,0
Kerala,Kochi,Acinetobacter baumannii,Piperacillin-Tazobactam,2021-03-31,70.5,1
Kerala,Kochi,Acinetobacter baumannii,Piperacillin-Tazobactam,2021-06-30,73.9,1
Kerala,Kochi,Acinetobacter baumannii,Piperacillin-Tazobactam,2021-09-30,68.6,0
Kerala,Kochi,Acinetobacter baumannii,Piperacillin-Tazobactam,2021-12-31,72.3,1
Kerala,Kochi,Acinetobacter baumannii,Piperacillin-Tazobactam,2022-03-31,71.6,1
